"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"catecholamine transport (GO:0051937)",-0.117584408727787,0.288168698376781,0.488057612249973,0.405753107104568,0.60564202097776,0.199888913873192,8,0.149289124032086,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0195167580843114,0.0218549115087147,-0.974138803026896,2.38735997351865,4.04335798724819,3.36149877654554,5.01749679027509,1.65599801372954,10.5879122222204,0.35171793564128,0.0368436730141121,0.00209191586579107,0.00668185891768827,0.000439947357412531,0.127023692797363,-6.37925928567827,-4.65590205010906,-1.80931732798569,-2.9521634524808,-0.110909165993173,-5.51634432799308,10.3690758917299,0.00173645541793651
"response to unfolded protein (GO:0006986)",0.294684911741504,0.249231766540447,0.476635874560334,-0.0454531452010572,0.18195096281883,0.227404108019887,8,0.0871349896587512,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000593621212814509,0.010751883207745,3.48065725947051,2.94378952886676,5.62976267467597,-0.536867730603748,2.14910541520546,2.68597314580921,10.5879122222204,0.00543657139561693,0.0138697680319568,0.000176782745728532,0.602457439639555,0.0556717508265605,0.0218283839790963,-2.52109519547979,-3.69659624974207,0.754741163279099,-6.96568385564283,-4.98626682419427,-3.86783766666389,10.7660720511971,0.00150158432366537
"photoreceptor cell development (GO:0042461)",-0.522642444522064,-0.175717762363061,0.00060433296530582,0.346924682159003,0.52324677748737,0.176322095328366,8,0.178996289693732,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00623775854096411,0.0292236383853034,-3.74440799080567,-1.25890845723488,0.00432966975437233,2.48549953357079,3.74873766056004,1.26323812698925,10.5879122222204,0.00345991049135596,0.235111639600604,0.996625931101604,0.0310359812860711,0.00343454061638949,0.233611826349973,-2.06495913477991,-6.32897969961198,-7.1676524327633,-4.47890604091209,-2.22628855388022,-6.03032612371365,6.23866216598469,0.010564237348243
"focal adhesion assembly (GO:0048041)",0.151562608001933,0.499181935205479,0.315544434116856,0.347619327203546,0.163981826114923,-0.183637501088623,8,0.174807463964928,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0074930830662028,0.0281038540613174,1.10727312337786,3.64688063774757,2.30527750699971,2.53960751436971,1.19800438362185,-1.34160313074786,10.5879122222204,0.292696964870089,0.00408590089838027,0.0425028863718699,0.028228158256951,0.257045101307501,0.207789800443269,-6.24333505101559,-2.46289064332888,-4.82792064278094,-4.38664537003836,-6.33481678444091,-5.93532403387261,4.92080272177744,0.0219584162286147
"radial glial cell differentiation (GO:0060019)",0.428913949810295,1.11121543016779,1.2376323086061,0.682301480357499,0.80871835879581,0.12641687843831,8,0.262894988630996,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0596648443828561,0.057236037842385,2.19574053690769,5.68864865863166,6.33581498339005,3.49290812172397,4.14007444648236,0.647166324758383,10.5879122222204,0.0513767934166442,0.000162395072224592,6.59296561698283e-05,0.00532286578644775,0.00178174520355371,0.531304451314211,-4.72467412146545,0.871646461917777,1.78375761577322,-2.7216379440927,-1.55432890231552,-6.61162383355533,17.8473332319407,0.0001860374539989
"ribonucleoprotein complex disassembly (GO:0032988)",0.564651916759008,0.1855728655439,-0.022125154625717,-0.379079051215108,-0.586777071384725,-0.207698020169617,8,0.179635853435329,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0325907801859006,0.0293969440270598,4.03343760944384,1.32558936392752,-0.158045032937017,-2.70784824551631,-4.19148264238085,-1.48363439686454,10.5879122222204,0.00212677683973571,0.212865507014368,0.877395118530396,0.0210045087972051,0.00163684527573723,0.16705213646392,-1.57125009025172,-6.24811661385827,-7.15408970934502,-4.09702129160975,-1.46717059772038,-5.75310891397038,7.52548737152587,0.00562530547212319
"phosphate ion transmembrane transport (GO:0035435)",1.32578828178453,0.86854243329616,0.986511865045586,-0.457245848488374,-0.339276416738948,0.117969431749426,8,0.278618515297073,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0921736430841098,0.0636694134430512,6.43508638348722,4.21571502990047,4.7883128529078,-2.21937135358675,-1.64677353057942,0.572597823007334,10.5879122222204,5.77025780558125e-05,0.00157287590519098,0.000627452466881091,0.0493233396643056,0.128929022778068,0.578872829229393,2.11576808323753,-1.48369596911583,-0.563919308135001,-4.924248160067,-5.7551042514746,-6.65913670022461,15.0126450811074,0.000390164154162997
"aromatic amino acid family metabolic process (GO:0009072)",0.078070555943731,0.356103165440193,0.371175391921159,0.278032609496462,0.293104835977428,0.015072226480966,8,0.198511230439112,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0231297855175949,0.0347900138759252,0.51263186769689,2.3382673350495,2.43723555063205,1.82563546735261,1.92460368293516,0.0989682155825429,10.5879122222204,0.618733400776164,0.0401337122579215,0.0337705769214226,0.0962091951255559,0.0815532552312448,0.923012317869029,-6.7305701533373,-4.7382306813918,-4.60626837375501,-5.54630112049995,-5.3420798486847,-6.82849711665667,3.11954026582026,0.0720888118044937
"modification by symbiont of host morphology or physiology (GO:0044003)",-0.0584392854325062,-0.464954783234041,0.195003614669411,-0.406515497801535,0.253442900101917,0.659958397903452,8,0.231985980758672,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0120665029419633,0.0456784960285216,-0.334884177291398,-2.664406296358,1.11746104669325,-2.3295221190666,1.45234522398465,3.78186734305126,10.5879122222204,0.744252756021385,0.0226720878161395,0.288512187339681,0.0407489852483043,0.175387885210203,0.00324669255846673,-6.8107039860722,-4.18304599528999,-6.52569819738062,-4.74182173348127,-6.02138372978699,-1.96955365498303,5.04973801140637,0.0203499148680391
"regulation of lamellipodium assembly (GO:0010591)",0.28573931312004,0.665651858623943,0.505534001278146,0.379912545503903,0.219794688158106,-0.160117857345797,8,0.126546058140772,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00395644839694319,0.0171149117114859,2.67502776684263,6.23168434691869,4.73269665183938,3.55665658007606,2.05766888499675,-1.49898769507931,10.5879122222204,0.0222525987026264,7.59291126092868e-05,0.000684672898959526,0.00476950687763347,0.0651040756602644,0.163088029748192,-3.9207386293646,1.663316534819,-0.654521843259531,-2.61005371068002,-5.13321181115144,-5.73268398502787,14.5864753883706,0.000440279918528076
"positive regulation of cellular component movement (GO:0051272)",0.369535046745783,0.426201846960522,0.537576400640076,0.0566668002147386,0.168041353894293,0.111374553679554,8,0.040148203732328,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00438784643479794,0.00623304849557433,5.73259169027586,6.61166292015303,8.33941471677984,0.87907122987717,2.60682302650397,1.7277517966268,10.5879122222204,0.000152474991704905,4.56680823032398e-05,5.64322921331739e-06,0.398873945874797,0.0250866079461582,0.113041672156706,1.1228192328168,2.19260488391711,4.34155643131586,-6.71484211205954,-4.2195696454574,-5.41326802171181,26.1126584441745,3.36977050137855e-05
"negative regulation of cellular component movement (GO:0051271)",0.103935750872397,0.0850809848208023,0.430173009758302,-0.0188547660515952,0.326237258885905,0.3450920249375,8,0.0900091613096534,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00513272839561193,0.0111365805389284,1.20624258408781,0.987420652908714,4.99244002703875,-0.218821931179094,3.78619744295094,4.00501937413003,10.5879122222204,0.25398597044919,0.345464092652593,0.000457192722007687,0.830949450359255,0.00322294059242943,0.00223003881505126,-6.13343592243724,-6.62469024160995,-0.234950775091954,-7.0943135846425,-2.16139046955199,-1.58919093180928,9.62963874046103,0.00230146459563842
"positive regulation of lamellipodium assembly (GO:0010592)",0.388952254222012,0.894207322494661,0.694632523303314,0.505255068272648,0.305680269081302,-0.199574799191346,8,0.159348223341577,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0080228399441218,0.0242006912338876,3.06216111306606,7.03995634487085,5.46873472936923,3.97779523180479,2.40657361630316,-1.57122161550162,10.5879122222204,0.011267065256161,2.63246675633488e-05,0.000223531011107552,0.0023338758126093,0.0356288090429526,0.145512549260701,-3.25012382605394,2.76560864255969,0.510122428574968,-1.87948630279872,-4.56032470614954,-5.6348011587362,18.8213440670242,0.000147462863372363
"positive regulation of endothelial cell migration (GO:0010595)",0.112034547921992,-0.0300208917949394,0.213713713205112,-0.142055439716931,0.10167916528312,0.243734605000051,8,0.156866791154492,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0240219962643399,0.0236078143013696,0.893037519417695,-0.239299245067932,1.70353134676927,-1.13233676448563,0.810493827351579,1.94283059183721,10.5879122222204,0.391682885803274,0.815442471063238,0.117598557278519,0.282485110475695,0.43549539876484,0.0790906844729342,-6.4549398800237,-7.10068244788865,-5.7734370267696,-6.46247872435062,-6.71953658761135,-5.09059534732832,1.57841278169377,0.252318758891875
"regulation of multicellular organism growth (GO:0040014)",-0.231457607481167,-0.253732007248186,-0.0304939796016786,-0.0222743997670198,0.200963627879488,0.223238027646508,8,0.124019283562537,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0121128597058997,0.0166365381682872,-2.19778704350006,-2.40929180993414,-0.289553123799473,-0.211504766434087,1.90823391970058,2.11973868613467,10.5879122222204,0.0511957668392283,0.0354601240248823,0.777749323000927,0.836509313811871,0.0838254207451163,0.0585497577308699,-4.72134593169382,-4.61895883065116,-7.12223092353533,-7.09601812361167,-5.36732685932239,-4.81213531053581,3.14969649691843,0.0705125759814041
"positive regulation of locomotion (GO:0040017)",0.390278145395978,0.414222001014283,0.561137347928907,0.0239438556183053,0.170859202532929,0.146915346914624,8,0.0318033965600601,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0035922231603995,0.00577938230146592,6.28751668091604,6.67326052381761,9.04011786724134,0.385743842901564,2.7526011863253,2.36685734342373,10.5879122222204,7.03798148864092e-05,4.21295476278535e-05,2.64662142055717e-06,0.707323929021359,0.0194142348041619,0.0381845154095776,1.91311438480077,2.27653431062838,5.12396007866945,-7.03995194870992,-3.9678868062907,-4.40796954783167,29.8527713954285,1.80756232374372e-05
"negative regulation of endothelial cell migration (GO:0010596)",-0.439196902168442,-0.34427615919336,0.147177322749019,0.0949207429750817,0.586374224917461,0.491453481942379,8,0.217602387771814,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00662756263718613,0.0407923987743364,-2.66327048079724,-2.08767531714118,0.89247673921411,0.575595163656056,3.55574722001135,2.9801520563553,10.5879122222204,0.022717408394799,0.0618532633687478,0.391969876750623,0.576917127069625,0.00477696840651258,0.0130113323824753,-3.94090997498367,-5.1491830085813,-6.74994715811622,-6.94292905723667,-2.56215400373187,-3.35953513543273,5.68397782962769,0.0142042888449622
"positive regulation of embryonic development (GO:0040019)",-0.523932715663945,-0.519854176525776,-0.785951905510601,0.00407853913816965,-0.262019189846655,-0.266097728984825,8,0.303290551492704,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0538149524294474,0.0745171660553356,-2.35067713116104,-2.33237835272249,-3.52625273292005,0.0182987784385467,-1.17557560175901,-1.19387438019756,10.5879122222204,0.0392760582415211,0.0405470350940519,0.00502562199719012,0.985740764770285,0.265522205435335,0.258589710469774,-4.46973260034005,-4.74807116860269,-2.70670858284075,-7.12010730291541,-6.36032049537295,-6.11089047165996,4.36796316134559,0.0308093147803835
"positive regulation of multicellular organism growth (GO:0040018)",-0.312508367036171,-0.264822081264054,-0.487405463550776,0.0476862857721163,-0.174897096514605,-0.222583382286721,8,0.177020857930628,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00947057909240342,0.0286922493319255,-2.25956573871703,-1.91477401822888,-3.52414463890291,0.344791720488149,-1.26457890018588,-1.60937062067403,10.5879122222204,0.0460102849270491,0.0829106854591666,0.00504389760886201,0.737002276531755,0.233148956638891,0.136917421478241,-4.62036022309544,-5.42149227314379,-2.71040320395895,-7.05601399166319,-6.25698563386779,-5.58195860861246,4.24995120406292,0.0332109583350436
"regulation of release of sequestered calcium ion into cytosol (GO:0051279)",0.228281628365346,0.136943192453636,0.248834010499932,-0.0913384359117095,0.0205523821345867,0.111890818046296,8,0.178673048328245,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0250899841679538,0.0291362832786207,1.63794575882812,0.982582448206626,1.7854113581942,-0.655363310621495,0.147465599366083,0.802828909987578,10.5879122222204,0.130776179223093,0.347732728803883,0.102828798615889,0.526216768848316,0.885535064410258,0.439723352484263,-5.57799282666212,-6.62943551126323,-5.65292978336301,-6.89140387958258,-7.0539265704887,-6.49541445999014,1.32196828749544,0.318519216138353
"inner cell mass cell proliferation (GO:0001833)",-0.213361057538502,-0.629020831794884,-0.373977125959786,-0.415659774256381,-0.160616068421284,0.255043705835098,8,0.216188324999155,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0155312125739853,0.0403289213406891,-1.30122524879563,-3.83620983975593,-2.28077459113214,-2.5349845909603,-0.979549342336507,1.55543524862379,10.5879122222204,0.220784246957134,0.00296132835775581,0.0443495574211773,0.0284579550657103,0.349160482415173,0.149205620611455,-6.02134294821936,-2.1338730342803,-4.86865113763067,-4.39454679966541,-6.56685546794231,-5.65643965066515,5.23611140357281,0.018264301346092
"response to electrical stimulus (GO:0051602)",0.339199938401267,0.539350667801029,0.698467321966867,0.200150729399762,0.3592673835656,0.159116654165838,8,0.156000750277241,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0259008134378671,0.0234030856830296,2.71559395291486,4.31797664493796,5.59184546076786,1.6023826920231,2.87625150785299,1.27386881582989,10.5879122222204,0.020720265379036,0.0013304518864637,0.00018676298957827,0.138457512155927,0.0156185786817193,0.229962283742344,-3.85102208229087,-1.31105705167539,0.697474147656861,-5.87124225570092,-3.7527372471394,-6.01768156331787,11.6252172114189,0.00111065994094441
"release of cytochrome c from mitochondria (GO:0001836)",0.066473210192271,-0.0275306348330783,0.482409299907245,-0.0940038450253492,0.415936089714974,0.509939934740324,8,0.167788384747461,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0148933552812377,0.0262869085852181,0.502137348256186,-0.207965884766292,3.64411055113617,-0.710103233022477,3.14197320287999,3.85207643590246,10.5879122222204,0.62584900400353,0.839201678509339,0.00410530476545554,0.492983559282827,0.00979694905158879,0.00288302234148274,-6.73619802782484,-7.10826716382852,-2.50051617914528,-6.8524906266068,-3.28741141424428,-1.84939672952405,6.46494475197371,0.00940451685114234
"deoxyribose phosphate metabolic process (GO:0019692)",0.13619201827617,0.273051068106518,0.12275927018677,0.136859049830348,-0.0134327480893996,-0.150291797919748,8,0.176487235777083,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00408826808686103,0.0285497171716276,0.987180073186272,1.97919508653134,0.889813565149827,0.992015013345068,-0.0973665080364442,-1.08938152138151,10.5879122222204,0.345576644516487,0.0743831987842052,0.393334807803313,0.343319825401351,0.924253954795931,0.300158883577096,-6.36657534146548,-5.32127191966711,-6.75234822531067,-6.60879557927228,-7.06058089618613,-6.22563529897403,1.31063866514787,0.32186265200443
