"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"CD4-positive, alpha-beta T cell differentiation (GO:0043367)",0.138207130625486,0.212809113342661,-0.215977735930911,0.0766914946757554,0.020626305590625,0.589453023949744,-0.00950994322823168,-0.460022732748668,0.417445561829237,-0.0459410016308889,0.218832747415238,-0.582275456389985
"calcium ion-dependent exocytosis (GO:0017156)",-0.235618539390434,0.0425886717942613,0.324513745510108,-0.145350364912862,0.45928977722797,-0.359453592708385,-0.399566537556301,0.182723164937298,-0.1337843382234,0.123175662800395,-0.240271425076394,-0.0296497474975237
"regulation of exocytosis (GO:0017157)",0.0297519861808746,-0.293641429416567,0.506298753067187,-0.341717224583698,0.078263771796633,-0.176809484412482,0.453447226352803,-0.402101585216582,-0.148110403629398,-0.177580741849596,0.504937759723204,-0.43690760230771
"regulation of ER to Golgi vesicle-mediated transport (GO:0060628)",-0.372924636464507,-0.33653683876482,0.715950724086241,0.0832674988149879,-0.186370745453022,-0.169105345833882,0.114875384427833,0.0330225944067121,-0.296275730595412,0.109653973771552,0.577187869557842,-0.376012987890204
"liposaccharide metabolic process (GO:1903509)",-0.230810332920314,-0.0439647974045307,0.425207059947058,-0.264211320707047,-0.315056941277017,-0.0563353486260239,0.320255084696963,-0.15548055296764,-0.220892156164158,0.0692297788042842,0.438833150401877,-0.367160071203801
"phospholipid metabolic process (GO:0006644)",-0.0713299524069664,0.136525925519605,0.290590648582425,-0.342338812727202,-0.144538564434586,0.0490392638458094,0.234616810347355,-0.126107616685794,-0.109242242207185,0.087547001158433,0.334447168685876,-0.363718104870899
"negative regulation of peptidyl-serine phosphorylation (GO:0033137)",0.338450992878683,0.0386984678565887,0.358631966837314,-0.55457273732426,-0.600696527922754,0.277544898834811,-0.476850065619335,-0.218646639272498,0.522552289906426,0.433336262422155,0.537316780814219,-0.75912178170903
"membrane lipid metabolic process (GO:0006643)",-0.277289156743896,-0.0664147898779215,0.443409527791602,-0.257404356748875,-0.188254843658656,-0.158090686309219,0.179406754706252,-0.158257992631282,-0.079877118511711,0.0308668294221451,0.356381434733705,-0.303797138947347
"triglyceride metabolic process (GO:0006641)",0.0159935790261738,0.215807701772537,0.186188745483772,-0.410404984103433,-0.0438937404977298,0.194939020564547,0.154318650828577,-0.28247971742355,-0.179866376920188,0.246843440537256,0.288767568654885,-0.351751821589159
"positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)",0.313608354243939,-0.117134510968881,-0.222677262931922,0.0980159962643847,-0.352710051772541,0.0907554664922918,-0.294164326722569,0.416356953450411,-0.119487719691183,0.12601324632915,-0.104803527950461,0.00391112593012405
"regulation of extracellular matrix organization (GO:1903053)",0.29230262496801,-0.168559088207767,0.123597949700249,-0.179864192830303,0.335268748493387,0.142003583185503,-0.230406913268908,0.314361895149267,-0.0608803887953504,0.220440732673691,-0.279457455236381,-0.237911090219283
"regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)",0.183450998993688,-0.00703737038120306,-0.242162954117347,0.0382780922696181,0.00309113990090321,0.0210810824186261,-0.164840656368504,0.165096059732907,0.0183918680450261,0.168761563416215,-0.247224130771933,0.0362848119943668
"negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)",0.240443601292022,0.125722997162945,-0.333914374605182,-0.14137128563259,0.2648679442718,0.00216035121107369,-0.143269267016803,-0.0700028783369042,0.124744287352089,0.208679776246343,-0.444081838079163,0.169237960383952
"regulation of mitotic spindle checkpoint (GO:1903504)",0.37412949290547,-0.101295828065735,-0.337929250769961,0.192384302846901,0.0726542532725311,0.0987210620999208,-0.338941122054645,0.153014015403397,0.318228723582108,0.521299184586508,-0.425282935154545,-0.227241394851139
"RNA transport (GO:0050658)",0.0497348153689202,-0.0383828862458912,-0.198707427167149,0.186177987394809,0.0642786500622,-0.068142581338122,-0.149292503764404,0.226790836703994,0.0125925155469543,-0.0340573851105412,-0.218518233677895,0.236244775719185
"regulation of glucokinase activity (GO:0033131)",0.0290481607235004,-0.375719021856139,0.36762573370011,-0.266086719785101,-0.511379587092959,0.0584425841099456,-0.0243464814042692,0.413526875319949,-0.423572380964561,-0.0304833301020923,0.0871650762569731,0.319383077976105
"dopamine metabolic process (GO:0042417)",0.0105512691095453,0.0267109214477503,-0.075456823134848,0.00561196102461417,0.239364251160917,0.0290369868863108,-0.535385105928004,-0.0409794208282225,-0.0360233030625889,0.118367792084565,-0.0596110516224072,-0.0957016162528162
"dopamine biosynthetic process (GO:0042416)",0.369651034264936,0.159658720518352,-0.694526487782295,-0.0596873519659463,0.509079425232892,-0.46540773837534,-0.0934456184047004,-0.066635086057219,0.450497394599696,-0.175321472397298,0.247731420194813,-0.58297805147649
"norepinephrine metabolic process (GO:0042415)",0.0622236260265384,0.0380606443461917,0.116392924826263,-0.288234258595266,0.3979248273799,0.286465273856928,-0.378425638003354,-0.669970906441097,-0.00931775110550598,0.367569046622908,-0.0452241975534081,-0.372840739645891
"axis elongation (GO:0003401)",0.315976297982061,-0.0191123045332392,-0.0678657223200253,-0.00611175493236019,0.487522149549731,0.609066498183545,-0.423599935464475,-0.843686485643147,0.400946697334653,0.320241188437515,-0.32394779673309,-0.32184775639164
"renal system development (GO:0072001)",0.548887576447312,-0.0936765051411182,-0.664690389213338,0.0382433614451084,0.0567140600315788,0.194980622137358,0.119489858744123,-0.486413902053629,0.271429127326424,-0.270601763580136,0.637589982105653,-0.67266982622422
"relaxation of muscle (GO:0090075)",-0.12091517646539,-0.621793587217553,0.602465481237361,-0.407559363452429,-0.0234679952485251,-0.379190173762697,0.142303941158302,0.28871745394797,0.128835803232664,-0.273619689314588,0.462583912019053,-0.292071371572348
"regulation of vitamin metabolic process (GO:0030656)",0.0650663297536469,0.33442358216432,-0.160141824900895,-0.537851101323999,0.282217308907124,0.657532581802436,-0.273748290688797,-0.611970498081184,0.0730236626806863,0.604483547871015,0.341853872269723,-0.76784586228695
"syncytium formation by plasma membrane fusion (GO:0000768)",-0.117516979939967,0.136859542030596,0.0888164765127515,-0.370969648323692,-0.0853780958684384,0.0128296686135182,0.583636076449222,-0.52945822144999,0.449013089191816,-0.141228057004781,0.4877145982686,-0.768686026421099
"branching involved in ureteric bud morphogenesis (GO:0001658)",0.345445623376882,-0.187622217088802,0.110724230641255,-0.340471791576285,0.445301769913393,-0.0674858635479711,0.0562663840357509,-0.188004917046951,-0.0546152169445361,0.351452614727091,-0.291166253958561,0.0784681929585571
"inner ear development (GO:0048839)",0.13556927230023,-0.232855644043881,0.415422754478147,-0.445820783820155,0.53899114142501,0.227078870042183,-0.0911268679485968,-0.639305771898783,0.402571472387657,-0.20148511741796,0.225619969556594,-0.382420684788616
"regulation of epithelial cell proliferation (GO:0050678)",0.269349185814426,-0.0113757947058185,0.039297113189375,-0.317059784075137,-0.0221638099522757,0.255549318600422,-0.141700665543276,-0.131958594751326,0.215598398635725,0.0582738351631301,0.0190513214586508,-0.187781540674439
"positive regulation of epithelial cell proliferation (GO:0050679)",0.305857690833166,-0.239092984341065,0.20864232969566,-0.318781401536051,0.016982523577402,0.0705416303614669,0.15691496639773,-0.202890832868338,0.288647764555422,-0.16591012502017,0.188573508953707,-0.194019707759591
"maturation of SSU-rRNA (GO:0030490)",-0.385044006699967,0.2769143508117,-0.601548917338414,0.6250984463903,-0.154947755919883,0.333155972562324,-0.645481268427122,0.604107398191023,-0.281492018334053,0.255046544283373,-0.633278864603207,0.708176144346361
"regulation of lymphocyte proliferation (GO:0050670)",0.19063239897719,-0.0338733780611173,0.240690745775618,-0.31869448983251,0.176002455906006,0.0591712823501864,0.0347936259507757,-0.275830947982642,0.308753776195744,-0.212365287232423,0.101179201415136,-0.382724223184243
"positive regulation of lymphocyte proliferation (GO:0050671)",0.276416939058426,-0.107624464043516,0.338495032489069,-0.41123126075932,0.140492121383791,-0.0192274400104226,0.231158190800688,-0.31170998032862,0.332178950708678,-0.365605593385819,0.356537068484143,-0.429429604274668
"negative regulation of lymphocyte proliferation (GO:0050672)",0.0930159595079333,0.208283810519109,-0.200840229854512,-0.0416924104282396,0.32473685045967,0.172267452973882,-0.3051630780821,-0.0432269724907338,0.450890610422178,-0.0159409562006829,-0.35973796454816,-0.291753634470121
"epithelial cell proliferation (GO:0050673)",0.0661912087173298,-0.0322428196813584,0.128429474038314,-0.114939288536334,-0.340172726721215,0.45396688536523,-0.0650498349133689,-0.366807221468863,-0.279715107540961,0.310345200590179,0.1197858165157,-0.40354153159488
"cytokine secretion (GO:0050663)",-0.082528330603614,-0.240529071028106,0.43845015469115,0.104701854315988,-0.0803550295992914,-0.118822110405934,0.575034078196793,-0.248525094592836,-0.212036696069832,-0.287472559101124,0.403583255067532,-0.056287305579172
"G-protein coupled receptor internalization (GO:0002031)",0.331754302858016,-0.509107560234407,0.522659087320371,-0.515079741039093,0.241433759671526,-0.631770093162898,0.872572240644241,-0.481604294962982,0.429338386230833,-0.464356399780315,0.646770882678025,-0.658063598716499
"retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",-0.0965022227752106,-0.00704326033710798,0.359972856109864,-0.382458789051588,0.182837414395221,-0.270975889946414,0.495135370858308,-0.415292269147154,0.163983706934375,-0.103057446685724,0.396546813303605,-0.503469089160153
"fucose metabolic process (GO:0006004)",-0.242547001476365,-0.313731576515444,0.442788234210319,0.167957023226439,-0.195510125519919,-0.506617694696701,0.532943592984656,0.150001638442499,-0.460604168270008,0.109646984932046,0.427284232134015,-0.309031708444292
"IMP metabolic process (GO:0046040)",0.0135088440970527,-0.294073468338924,-0.227223246316735,0.43893650304537,0.0458498023715234,-0.23812252583566,-0.330365301472248,0.482570385270624,-0.0251501663566432,-0.445261708427968,-0.113434658227159,0.547565055196364
"glucose metabolic process (GO:0006006)",-0.173040305678909,-0.109382201354951,0.315319201594163,-0.04539623393404,-0.207402615957621,-0.174765671904111,0.35058363628371,-0.0505883520721855,-0.133018309168597,-0.127350657822422,0.180407763574881,0.0567922929568172
"glucose catabolic process (GO:0006007)",-0.277887062551964,-0.314127263021604,0.591505785802429,0.147075529119016,0.0152234255224269,-0.543816484088124,0.454862123025275,-0.00276749889980707,-0.138538696578355,-0.155376298454384,0.493487358962393,-0.0546340368912978
"fructose metabolic process (GO:0006000)",-0.47609331628529,-0.191182557060851,0.0659993152289365,0.545154361717802,0.0567110458256322,-0.619999909239529,0.222852830539917,0.48360774584861,-0.195102685624018,0.0715956675542516,-0.194383841735304,0.385860744609728
"response to steroid hormone (GO:0048545)",-0.0761821366845107,-0.0661051079422625,0.16547311320204,-0.155059065936697,-0.0797391202136575,0.188622295442742,0.0661844693160152,-0.155307175600546,-0.120700511128381,0.0474629262868458,0.18913143317045,-0.196058135623584
"cellular response to unfolded protein (GO:0034620)",-0.0360131166822656,-0.130271846989267,0.419278870275303,-0.116025052582912,-0.0608863464878098,-0.156739867433509,0.359341043761207,-0.180049250155435,0.154210520877732,-0.148182296873927,0.458461842376084,-0.39320809005174
"regulation of chromatin organization (GO:1902275)",0.327419079225634,-0.0213916465225709,-0.293606451156116,-0.055384951398345,0.305330984901477,-0.103937939403506,-0.126938279666837,0.0530690753873494,0.338390128776215,0.0094378963302976,-0.288058564018894,-0.0744325697617016
"nucleoside monophosphate biosynthetic process (GO:0009124)",-0.392130386496784,0.33981027757755,-0.21824521491118,0.288242887668631,-0.367828130612367,0.333201785081395,-0.251525429514094,0.2367885500133,-0.459715554483803,0.31551218585052,-0.223412043846923,0.304128202705437
"embryonic foregut morphogenesis (GO:0048617)",-0.413297536323529,0.552116234996797,-0.726310802274312,0.615761212886929,-0.0783322804801522,0.277617348460011,-0.434919566951459,0.0115287428932112,-0.494397364974693,0.550379027163568,-0.781886251666867,0.760265319014502
"cell cycle G2/M phase transition (GO:0044839)",0.100269095342034,-0.159422397912475,-0.0551261560041122,0.188907905269037,-0.0666688133734439,-0.277728928744334,0.0980294794263392,0.226757857457259,-0.00379406487883654,-0.130573677007907,0.0333932697589092,0.138162631067218
"DNA geometric change (GO:0032392)",0.0661093049524,0.403517957568368,-0.39964070749464,-0.040799022120859,0.0835675174283001,0.258959171747783,-0.494716272906022,0.112062514226284,0.122033387696323,0.387143232683148,-0.40679922412385,-0.113374043634331
"organelle transport along microtubule (GO:0072384)",-0.204851484826621,-0.0838935024470633,0.447755502714898,-0.218006959099227,0.0598169805276192,-0.405767115367002,0.272530479431016,0.198795785955551,-0.182352308051427,-0.418242017224387,0.409899796129568,0.0600676847622291
"epithelium development (GO:0060429)",0.00147551593183015,0.187087750302615,0.044162470778998,-0.105375659511628,-0.0976271012739634,0.209572995827232,-0.0363921714325993,-0.0867170432818914,0.331425846147169,-0.0232980137468992,0.00418685397461038,-0.38732301251494
"protein localization to cytoskeleton (GO:0044380)",0.148163391067053,-0.629822815676693,0.439353672443592,0.0709045314858973,-0.163360758850774,-0.167138501612712,0.504677451549418,-0.320259832920634,0.239158625705472,-0.239659678475455,0.189293330265361,-0.349032257978392
"nucleic acid transport (GO:0050657)",0.0497348153689202,-0.0383828862458912,-0.198707427167149,0.186177987394809,0.0642786500622,-0.068142581338122,-0.149292503764404,0.226790836703994,0.0125925155469543,-0.0340573851105412,-0.218518233677895,0.236244775719185
"protein localization to chromosome, centromeric region (GO:0071459)",0.327519483577842,0.111254806603696,-0.502033880956559,0.408298243546188,-0.240903274742559,0.176918663477158,-0.381364425760212,0.456226171829181,0.478688335049781,0.0233865691329629,-0.390903140948266,0.336384737053338
"endocytosis (GO:0006897)",0.0017741718791042,-0.0970576546113761,0.370743396669823,-0.292587426644927,-0.044879890149984,-0.111787313036715,0.300664125509465,-0.19285061795143,-0.0859510793951638,-0.214826681132481,0.438082052707346,-0.314623388583814
"regulation of dopamine secretion (GO:0014059)",-0.119462286483925,-0.479619289851504,0.103046349960439,-0.0566863039262747,0.329075671447642,0.0142135186355297,0.049320229000366,-0.47259437618897,0.269143007527851,0.0058433354390679,0.101759514975604,-0.369709412507994
